,대표식품코드,대표식품명,식품유형,식품분류(대),식품분류(중),식품분류(소),대표식품 내 전통식품수
1400,102009,변씨만두,복합식품,주식,면류,만두,5
1401,102011,별밥,복합식품,주식,밥류,흰밥,4
1402,102012,별약포,복합식품,부식,장아찌류,기타,1
1403,102013,별주,복합식품,주류,양조곡주,순곡주류,1
1404,102015,별추탕,복합식품,부식,국류,탕류,1
1405,102016,별춘주,복합식품,주류,기타,기타,1
1406,102017,별탕,복합식품,부식,국류,탕류,1
1407,102018,별향주,복합식품,주류,양조곡주,순곡주류,1
1408,102019,병어구이,복합식품,부식,구이류,구이,1
1409,102020,병어전,복합식품,부식,구이류,전,2
1410,102021,병어젓,복합식품,부식,젓갈류,발효젓,3
1411,102022,병어조림,복합식품,부식,찜류,조림,2
1412,102023,병어지짐이,복합식품,부식,전골류,찌개,1
1413,102024,병어회,복합식품,부식,회류,생회,4
1414,102025,병정초,복합식품,조미식,양념류,양념류,1
1415,102026,보경가주,복합식품,주류,양조곡주,순곡주류,1
1416,102027,보김치,복합식품,부식,김치,배추김치,1
1417,102028,보리,단일식품,기타,기타,기타,2
1418,102029,보리고추장,복합식품,조미식,장류,고추장,4
1419,102030,보리국수,복합식품,주식,면류,국수,1
1420,102031,보리누룩,복합식품,주류,기타,기타,6
1421,102032,보리된장,복합식품,조미식,장류,기타,1
1422,102034,보리밥,복합식품,주식,밥류,흰밥,16
1423,102035,보리산도,복합식품,기타,기타,기타,1
1424,102036,보리소주,복합식품,주류,기타,기타,2
1425,102037,보리수단,복합식품,기호식,음청류,음료류,10
1426,102038,보리술,복합식품,주류,기타,기타,1
1427,102039,보리식초,복합식품,주류,기타,기타,10
1428,102040,보리싹,복합식품,기타,기타,기타,1
1429,102042,보리장,복합식품,조미식,장류,기타,4
1430,102043,보리주,복합식품,주류,기타,기타,1
1431,102044,보리죽,복합식품,주식,죽류,죽,4
1432,102045,보리초,복합식품,주류,기타,기타,2
1433,102046,보리탕,복합식품,주식,죽류,죽,1
1434,102047,보림차,복합식품,기호식,음청류,다류,1
1435,102049,보쌈김치,복합식품,부식,김치,배추김치,3
1436,102050,보혈익기주,복합식품,주류,기타,기타,1
1437,102051,복국,복합식품,부식,국류,기타,1
1438,102052,복근자화채,복합식품,기호식,음청류,화채,1
1439,102053,복령,단일식품,기타,기타,기타,4
1440,102054,복령가루,복합식품,기타,기타,기타,1
1441,102055,복령병,복합식품,기호식,떡류,기타,2
1442,102056,복령고,복합식품,기호식,떡류,찐떡,3
1443,102057,복령주,복합식품,주류,양조곡주,혼양곡주류,1
1444,102058,복령죽,복합식품,주식,죽류,죽,3
1445,102060,복분자,단일식품,주류,기타,기타,1
1446,102061,복분자미수가루,복합식품,기타,기타,기타,1
1447,102062,복분자전,복합식품,부식,구이류,전,1
1448,102063,복분자정과,복합식품,기호식,한과류,정과,1
1449,102064,복분자편,복합식품,기호식,한과류,정과,1
1450,102065,복분자화채,복합식품,기호식,음청류,화채,2
1451,102066,복분자주,복합식품,주류,양조곡주,혼양곡주류,1
1452,102067,복숭아,기술,기타,보관법,,4
1453,102068,복숭아건과,복합식품,기호식,한과류,기타,1
1454,102070,복숭아떡,복합식품,기호식,떡류,찐떡,2
1455,102074,복숭아술,복합식품,주류,양조곡주,순곡주류,2
1456,102076,복숭아씨,복합식품,기타,기타,기타,1
1457,102078,복숭아씨죽,복합식품,주식,죽류,죽,4
1458,102080,복숭아절임,복합식품,기타,기타,기타,1
1459,102081,복숭아정과,복합식품,기호식,한과류,정과,8
1460,102082,복숭아졸임,복합식품,기호식,한과류,정과,1
1461,102083,복숭아주,복합식품,주류,양조곡주,순곡주류,3
1462,102084,복숭아화채,복합식품,기호식,음청류,화채,9
1463,102085,복어,단일식품,기타,기타,기타,6
1464,102087,복어찜,복합식품,부식,찜류,찜,3
1465,102089,볶은살구씨,복합식품,기타,기타,기타,1
1466,102092,볶음,복합식품,부식,찜류,볶음,4
1467,102093,볶음된장,복합식품,조미식,장류,기타,1
1468,102094,볶음밥,복합식품,주식,밥류,기타,2
1469,102095,볶음장,복합식품,조미식,장류,된장,1
1470,102097,봉래춘,복합식품,주류,양조곡주,혼양곡주류,1
1471,102101,봉선화말림,복합식품,부식,장아찌류,기타,1
1472,102102,봉수탕,복합식품,기호식,음청류,음료류,4
1473,102103,봉우리교자,복합식품,주식,면류,만두,2
1474,102104,봉총찜,복합식품,부식,찜류,찜,2
1475,102105,부각,복합식품,부식,장아찌류,부각,1
1476,102106,부꾸미,복합식품,기호식,떡류,지진떡,2
1477,102108,부들순누룩절임,복합식품,기타,기타,기타,1
1478,102109,부들순식해,복합식품,기타,기타,기타,1
1479,102110,부들순절임,복합식품,기타,기타,기타,3
1480,102111,부들순초절임,복합식품,기타,기타,기타,1
1481,102112,부들식해,복합식품,부식,젓갈류,식해,1
1482,102113,부들싹,단일식품,기타,기타,기타,1
1483,102114,부레찜,복합식품,부식,찜류,찜,4
1484,102115,부아초,복합식품,부식,찜류,초,1
1485,102117,부의주,복합식품,주류,양조곡주,순곡주류,5
1486,102119,부젓갈,복합식품,부식,젓갈류,발효젓,1
1487,102120,부지짐,복합식품,기타,기타,기타,1
1488,102121,부추국,복합식품,부식,국류,기타,1
1489,102122,부추군만두,복합식품,주식,면류,만두,1
1490,102123,부추꽃절임,복합식품,기타,기타,기타,4
1491,102124,부추꽃지,복합식품,기타,기타,기타,3
1492,102125,부추나물절임,복합식품,부식,나물류,숙채,1
1493,102127,부추장아찌,복합식품,부식,장아찌류,장아찌,1
1494,102128,부추절임,복합식품,기타,기타,기타,3
1495,102129,부추즙,복합식품,조미식,양념류,양념류,1
1496,102130,부추지,복합식품,부식,나물류,숙채,2
1497,102131,부텁주,복합식품,주류,기타,기타,1
1498,102132,북떡,복합식품,기호식,떡류,찐떡,1
1499,102133,북어,단일식품,기타,기타,기타,2
1500,102134,북어구이,복합식품,부식,구이류,구이,5
1501,102135,북어국,복합식품,부식,국류,맑은장국,2
1502,102136,북어껍질무침,복합식품,부식,회류,초회,1
1503,102137,북어달걀무침국,복합식품,부식,국류,기타,1
1504,102138,북어대가리,단일식품,부식,구이류,구이,1
1505,102139,북어대가리찜,복합식품,부식,찜류,찜,1
1506,102140,북어무침,복합식품,부식,장아찌류,기타,9
1507,102142,북어볶음,복합식품,부식,찜류,볶음,1
1508,102143,북어자반,복합식품,부식,장아찌류,기타,1
1509,102144,북어전,복합식품,부식,구이류,전유어,3
1510,102146,북어조림,복합식품,부식,찜류,조림,4
1511,102147,북어짠지,복합식품,부식,나물류,생채,1
1512,102148,북어찌개,복합식품,부식,전골류,찌개,6
1513,102149,북어탕,복합식품,부식,국류,탕류,1
1514,102150,북어포,복합식품,부식,장아찌류,기타,1
1515,102151,북어회,복합식품,부식,회류,생회,8
1516,102152,분국백료주,복합식품,주류,양조곡주,순곡주류,2
1517,102153,분국상락주,복합식품,주류,양조곡주,혼양곡주류,1
1518,102154,분유,복합식품,기타,기타,기타,1
1519,102155,불산주,복합식품,주류,양조곡주,순곡주류,1
1520,102156,붕어,단일식품,부식,회류,생회,3
1521,102158,붕어구이,복합식품,부식,구이류,구이,7
1522,102159,붕어국,복합식품,부식,국류,기타,2
1523,102160,붕어뼈,기술,기타,기타,기타,3
1524,102161,붕어숙회,복합식품,부식,회류,초회,2
1525,102162,붕어술절임,복합식품,기타,기타,기타,1
1526,102163,붕어절임,복합식품,기타,기타,기타,2
1527,102164,붕어젓갈,복합식품,부식,젓갈류,발효젓,2
1528,102165,붕어조림,복합식품,부식,찜류,조림,8
1529,102166,붕어죽,복합식품,주식,죽류,죽,8
1530,102167,붕어지짐,복합식품,부식,구이류,구이,1
1531,102168,붕어찌개,복합식품,부식,전골류,찌개,3
1532,102169,붕어찜,복합식품,부식,찜류,찜,26
1533,102170,붕어회,복합식품,부식,회류,생회,1
1534,102171,비늘김치,복합식품,부식,김치,배추김치,2
1535,102172,비빔국수,복합식품,주식,면류,국수,9
1536,102173,비빔밥,복합식품,주식,밥류,비빔밥,9
1537,102174,비빔전유어,복합식품,부식,구이류,전유어,1
1538,102175,비웃전유어,복합식품,부식,구이류,전유어,1
1539,102176,비웃조림,복합식품,부식,찜류,조림,2
1540,102177,비웃조치,복합식품,부식,전골류,찌개,1
1541,102178,비웃찌개,복합식품,부식,전골류,찌개,1
1542,102179,비웃찜,복합식품,부식,찜류,찜,1
1543,102181,비자당과,복합식품,기호식,한과류,기타,1
1544,102184,비지장,복합식품,조미식,장류,된장,1
1545,102185,비지찌개,복합식품,부식,전골류,찌개,3
1546,102186,빈대떡,복합식품,부식,구이류,전,5
1547,102187,빈사과,복합식품,기호식,한과류,유과,2
1548,102188,빈자떡,복합식품,기호식,떡류,기타,2
1549,102190,빙사과,복합식품,기호식,한과류,유과,36
1550,102192,빙자,복합식품,기호식,떡류,지진떡,1
1551,102193,빙지탕,복합식품,기호식,음청류,기타,3
1552,102194,빠금장,복합식품,조미식,장류,기타,1
1553,102198,뽕나무겨우살이,복합식품,기타,기타,기타,1
1554,102199,뽕나무버섯죽,복합식품,주식,죽류,기타,1
1555,102203,뽕잎,단일식품,기타,기타,기타,1
1556,102205,사과,단일식품,기타,기타,기타,2
1557,102206,사과건과,복합식품,기호식,한과류,기타,1
1558,102207,사과차,복합식품,기호식,음청류,다류,1
1559,102208,사과화채,복합식품,기호식,음청류,화채,1
1560,102209,사두주,복합식품,주류,기타,기타,1
1561,102210,사면화채,복합식품,주식,면류,국수,1
1562,102211,사미주,복합식품,주류,기타,기타,1
1563,102213,사슬산적,복합식품,부식,구이류,적,1
1564,102214,사슬적,복합식품,부식,구이류,적,4
1565,102215,사슴고기,단일식품,기타,기타,기타,4
1566,102218,사슴고기구이,복합식품,부식,구이류,구이,1
1567,102219,사슴고기국,복합식품,부식,국류,기타,3
1568,102220,사슴고기육포,복합식품,부식,장아찌류,기타,3
1569,102221,사슴고기탕,복합식품,기타,기타,기타,1
1570,102222,사슴고기포,복합식품,부식,장아찌류,기타,3
1571,102224,사슴꼬리육포,복합식품,부식,장아찌류,기타,1
1572,102225,사슴꼬리절임,복합식품,기타,기타,기타,3
1573,102228,사슴뿔죽,복합식품,주식,죽류,죽,2
1574,102229,사슴육포,복합식품,부식,장아찌류,기타,1
1575,102230,사슴절임육포,복합식품,부식,장아찌류,기타,1
1576,102231,사슴콩팥국,복합식품,부식,국류,토장국,1
1577,102232,사슴콩팥죽,복합식품,주식,죽류,죽,2
1578,102233,사슴탕,복합식품,부식,국류,탕류,1
1579,102234,사시절주,복합식품,주류,양조곡주,순곡주류,1
1580,102235,사시주,복합식품,주류,양조곡주,순곡주류,2
1581,102236,사염,복합식품,조미식,양념류,양념류,1
1582,102237,사오주,복합식품,주류,양조곡주,순곡주류,1
1583,102238,사절소곡주,복합식품,주류,양조곡주,순곡주류,2
1584,102240,사절주,복합식품,주류,양조곡주,순곡주류,5
1585,102241,사절초,복합식품,부식,찜류,초,2
1586,102242,사탕,복합식품,조미식,양념류,양념류,1
1587,102243,사탕수수죽,복합식품,주식,죽류,죽,2
1588,102244,사탕환,복합식품,기타,기타,기타,1
1589,102245,사태찜,복합식품,부식,찜류,찜,2
1590,102246,사향,기술,기타,기타,기타,1
1591,102247,사향향신료,복합식품,기타,기타,기타,1
1592,102248,삭면,복합식품,주식,면류,국수,1
1593,102249,산갓김치,복합식품,부식,김치,야채김치,3
1594,102250,산갱,복합식품,부식,국류,기타,1
1595,102253,산나물,복합식품,부식,나물류,기타,1
1596,102254,산나물국,복합식품,부식,국류,기타,3
1597,102255,산나물지짐이,복합식품,부식,구이류,구이,1
1598,102257,산달래죽,복합식품,부식,국류,기타,1
1599,102259,산마수제비,복합식품,주식,면류,수제비,2
1600,102260,산마죽,복합식품,주식,죽류,죽,1
1601,102261,산매방,복합식품,기타,기타,기타,1
1602,102267,산사열매차,복합식품,기호식,음청류,다류,1
1603,102268,산사정과,복합식품,기호식,한과류,정과,7
1604,102269,산사주,복합식품,주류,양조곡주,혼양곡주류,1
1605,102270,산사죽,복합식품,주식,죽류,죽,1
1606,102271,산사쪽정과,복합식품,기호식,한과류,정과,1
1607,102272,산사차,복합식품,기호식,음청류,다류,2
1608,102273,산사편,복합식품,기호식,한과류,정과,3
1609,102275,산삼떡,복합식품,기호식,떡류,기타,1
1610,102276,산삼장,복합식품,조미식,장류,기타,1
1611,102277,산삼전병,복합식품,기호식,떡류,지진떡,1
1612,102279,산수유,단일식품,기타,기타,기타,2
1613,102280,산수유음료,복합식품,주식,죽류,죽,1
1614,102281,산수유죽,복합식품,주식,죽류,죽,1
1615,102282,산승,복합식품,기호식,떡류,지진떡,1
1616,102283,산앵두씨알맹이,복합식품,기타,기타,기타,1
1617,102284,산앵두씨죽,복합식품,주식,죽류,죽,1
1618,102285,산약,단일식품,기타,기타,기타,1
1619,102286,산약떡,복합식품,기호식,떡류,기타,1
1620,102287,산약밀떡,복합식품,기호식,떡류,기타,1
1621,102288,산약발어,복합식품,주식,면류,수제비,2
1622,102289,산약수제비,복합식품,주식,면류,수제비,1
1623,102290,산약죽,복합식품,주식,죽류,죽,2
1624,102291,산양간,단일식품,부식,장아찌류,기타,1
1625,102292,산우박탁,복합식품,주식,면류,국수,2
1626,102293,산자,복합식품,기호식,한과류,유과,7
1627,102294,산적,복합식품,부식,구이류,적,3
1628,102296,산채채,복합식품,기타,기타,기타,1
1629,102297,산초,기술,기타,보관법,,1
1630,102298,산초술,복합식품,주류,양조곡주,혼양곡주류,1
1631,102300,산포,복합식품,부식,장아찌류,기타,5
1632,102302,산포도정과,복합식품,기호식,한과류,정과,1
1633,102303,산포도졸임,복합식품,기호식,한과류,정과,1
1634,102305,살구,단일식품,기타,기타,기타,2
1635,102306,살구건과,복합식품,기호식,한과류,기타,1
1636,102307,살구떡,복합식품,기호식,떡류,찐떡,2
