"		192",柳林,2017-08-25,66.9,25
"		192",柳林,2017-08-26,54.5,12
"		192",柳林,2017-08-27,61.8,28
"		192",柳林,2017-08-28,71,46
"		192",柳林,2017-08-29,55.6,19
"		192",柳林,2017-08-30,45.8,25
"		192",柳林,2017-08-31,59.8,28
"		192",柳林,2017-09-01,50.8,30
"		192",柳林,2017-09-02,63,40
"		192",柳林,2017-09-03,61,29
"		192",柳林,2017-09-04,69.5,46
"		192",柳林,2017-09-05,76.3,61
"		192",柳林,2017-09-06,86.4,76
"		192",柳林,2017-09-07,81,61
"		192",柳林,2017-09-08,73.8,35
"		192",柳林,2017-09-09,70.8,32
"		192",柳林,2017-09-10,68.8,32
"		192",柳林,2017-09-11,87.5,75
"		192",柳林,2017-09-12,70.5,33
"		192",柳林,2017-09-13,62.9,25
"		192",柳林,2017-09-14,65.5,37
"		192",柳林,2017-09-15,58.8,36
"		192",柳林,2017-09-16,56.8,49
"		192",柳林,2017-09-17,65.9,52
"		192",柳林,2017-09-18,71,32
"		192",柳林,2017-09-19,70.6,43
"		192",柳林,2017-09-20,65.4,32
"		192",柳林,2017-09-21,70,37
"		192",柳林,2017-09-22,70,30
"		192",柳林,2017-09-23,69.3,35
"		192",柳林,2017-09-24,69.8,37
"		192",柳林,2017-09-25,72.5,34
"		192",柳林,2017-09-26,65,29
"		192",柳林,2017-09-27,81.5,68
"		192",柳林,2017-09-28,63,28
"		192",柳林,2017-09-29,58.3,20
"		192",柳林,2017-09-30,59.3,11
"		192",柳林,2017-10-01,81.1,59
"		192",柳林,2017-10-02,79.8,62
"		192",柳林,2017-10-03,75.6,41
"		192",柳林,2017-10-04,67,41
"		192",柳林,2017-10-05,68.6,53
"		192",柳林,2017-10-06,87.3,79
"		192",柳林,2017-10-07,82.4,55
"		192",柳林,2017-10-08,75.4,41
"		192",柳林,2017-10-09,75,44
"		192",柳林,2017-10-10,78.3,35
"		192",柳林,2017-10-11,72.8,53
"		192",柳林,2017-10-12,79.1,59
"		192",柳林,2017-10-13,58.9,23
"		192",柳林,2017-10-14,50.1,23
"		192",柳林,2017-10-15,75.8,58
"		192",柳林,2017-10-16,66.1,54
"		192",柳林,2017-10-17,75.4,44
"		192",柳林,2017-10-18,61.9,50
"		192",柳林,2017-10-19,61.4,36
"		192",柳林,2017-10-20,68.6,38
"		192",柳林,2017-10-21,62.9,35
"		192",柳林,2017-10-22,45.4,29
"		192",柳林,2017-10-23,48.4,28
"		192",柳林,2017-10-24,76.4,50
"		192",柳林,2017-10-25,72.5,32
"		192",柳林,2017-10-26,73.6,29
"		192",柳林,2017-10-27,69.8,25
"		192",柳林,2017-10-28,69.9,55
"		192",柳林,2017-10-29,48.1,21
"		192",柳林,2017-10-30,39.9,12
"		192",柳林,2017-10-31,58,21
"		192",柳林,2017-11-01,61.9,15
"		192",柳林,2017-11-02,74,37
